,Frame,camera_Rotation_X,camera_Rotation_Y,camera_Rotation_Z,camera_Rotation_W,camera_Position_X,camera_Position_Y,camera_Position_Z
54,311,-0.06421809001557996,-0.23462905304225568,0.0016456331319680464,-0.9699599039612843,0.7803390552267417,0.9554966525455785,-1.2220133114144032
55,312,-0.07607545191630065,-0.2430057999513909,0.008254871892005512,-0.9669627553892929,0.7798920195285478,0.9560494315658185,-1.2212947290039537
56,313,-0.06395255045302185,-0.23189069755969907,-0.00024698130643533074,-0.9706385220415205,0.7803674963423998,0.9555153711690719,-1.2221602168155687
57,314,-0.069630701136619,-0.23607849266159123,0.001676265667460489,-0.9692322792438921,0.7801548369778136,0.9556228365446119,-1.2219070332998616
58,315,-0.06402501584901828,-0.2340199242276051,0.002810746786181072,-0.9701185410837423,0.780381023606845,0.9555105609657358,-1.221989152470006
59,316,-0.06540122493568895,-0.23236678587088075,0.00020126677597574104,-0.9704257326044042,0.7803775386315224,0.9554352800711107,-1.222266184855948
60,317,-0.06480135740637798,-0.23206181974775839,-7.404736840976923e-05,-0.970540450603972,0.7803313478365492,0.9554349892413551,-1.2222631198066272
61,318,-0.06491470745520486,-0.23198637534532696,8.370689800019706e-06,-0.9705513972680643,0.7803287600201121,0.9554735100273426,-1.2222492962120313
62,319,-0.06519038512071265,-0.23203732268710137,6.0263670544999316e-05,-0.9705208191135035,0.7802915572588045,0.9554630244828202,-1.2222313257180724
63,320,-0.06536423128973003,-0.23217631937362412,-5.525736499516158e-05,-0.9704748489579185,0.7803096435949162,0.955464687740239,-1.2222103786975527
64,321,-0.06555122556601294,-0.2321995952669593,-0.0006520756731078234,-0.9704551755957317,0.7802983314319119,0.9555101151698325,-1.2222202963580096
65,322,-0.06564173648628344,-0.23228003307010586,-0.0005873883528259487,-0.970433150646306,0.7802884638787408,0.955480152345974,-1.2222305323704403
66,323,-0.06518128447799473,-0.23205935081503348,-0.00058114374768242,-0.9705138289650003,0.780311650960094,0.9554735260546164,-1.2221698331756954
67,324,-0.063712559673656,-0.2315706175336106,-0.0012943218159096066,-0.9707281194640075,0.7803209391430213,0.9555199950487897,-1.2220610989922707
68,325,-0.06362222385259897,-0.23152593302000676,-0.0012907960506270892,-0.9707451243791545,0.7803291959357278,0.9555320977304945,-1.2220952221104926
69,326,-0.063453016014307,-0.2317230764908866,-0.0006322583700068167,-0.97068619610753,0.7803782388891594,0.955509653356766,-1.2221763994636854
70,327,-0.06536452484953115,-0.23215058303614414,-0.0008209047998181066,-0.970483410459594,0.7802950886058072,0.9555181002032407,-1.2222228254151624
71,328,-0.06806899474121522,-0.23402407492696126,-0.001641601441492093,-0.9698440676718264,0.7801378371190657,0.9557391091445011,-1.2220436710702895
72,329,-0.06791282302651484,-0.23363372778729444,-0.0002501058925097649,-0.9699640421215566,0.7802607781167932,0.9556273901882155,-1.2219988970673907
73,330,-0.06847301715126099,-0.23395663015010854,-0.001480921413957368,-0.9698339548864654,0.7801919421121624,0.9556762179084645,-1.2219889595919036
74,331,-0.06926420516565755,-0.234151834102883,-0.0012310041456469623,-0.9697275975224108,0.7801531757725545,0.9557060275835513,-1.2219702843075861
75,332,-0.0693077083432958,-0.23428908713311367,-0.0012541114932137728,-0.9696937989204614,0.7801607399114476,0.9556656483511564,-1.2219617780203618
76,333,-0.07006000451126096,-0.2343436371876145,0.0015719745081814506,-0.9696282777483891,0.7799282798552952,0.9558608364236487,-1.2219117049398562
77,334,-0.0698240963676093,-0.2348891287154023,0.0006318732310217208,-0.9695094357494097,0.7799335290072936,0.9559042273116358,-1.2219710290971604
78,335,-0.06601383728488573,-0.23403679273310107,-0.0011360785118627811,-0.9699990636582202,0.7800846721543908,0.9559823915939116,-1.221839651382447
79,336,-0.06863859187124316,-0.23449211082350077,0.0009766320126461832,-0.96968989957836,0.7800306191466005,0.9559118190531278,-1.2219737254385452
80,337,-0.06759477005223054,-0.23417938518963238,-5.329775162264726e-05,-0.9698411873852201,0.7800514223719386,0.9560121038883058,-1.2218679541776887
81,338,-0.06735041439913689,-0.23389317649310434,-0.00012212115465722208,-0.9699271467092111,0.7800297719110877,0.9560091418054883,-1.2218538132688093
82,339,-0.0695791272411158,-0.23481097137511134,0.0012108017903121181,-0.9695474558792423,0.780058234238415,0.9558918482946525,-1.2219366601150048
83,340,-0.06783058795756666,-0.23410725665336288,7.118880393761083e-05,-0.9698437690236476,0.7800440461149758,0.9559614006220452,-1.2218399086224483
