Format Version,1.22,Take Name,Take 2022-05-25 02.04.15 PM_002,Capture Frame Rate,120.000000,Export Frame Rate,60.000000,Capture Start Time,2022-05-25 05.22.38.302 PM,Total Frames in Take,2969,Total Exported Frames,1485,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.100000,0.085193,0.043668,-0.003635,-0.995400,0.018794,1.276047,0.140740,0.000360,0.052936,1.272001,0.103493,0.936768,-0.018969,1.281326,0.190607,0.942867,0.051231,1.280735,0.168103,0.977792,-0.010022,1.270127,0.100759,0.910851,0.053276,1.271563,0.103688,-0.018880,1.280975,0.190266,0.051277,1.281134,0.168044,-0.010512,1.270512,0.100974,-0.171066,1.117734,-1.395062,,,,,,,,,,,,,,,,,,,,,,,,
7,0.116667,0.084988,0.043539,-0.003502,-0.995424,0.018915,1.276086,0.140754,0.000376,0.053047,1.272046,0.103497,0.935359,-0.018835,1.281353,0.190631,0.939159,0.051360,1.280753,0.168111,0.976135,-0.009912,1.270190,0.100777,0.906996,0.053364,1.271628,0.103697,-0.018741,1.281010,0.190259,0.051436,1.281139,0.168078,-0.010416,1.270561,0.100990,-0.171538,1.117978,-1.395146,,,,,,,,,,,,,,,,,,,,,,,,
8,0.133333,0.085168,0.043435,-0.003521,-0.995413,0.019001,1.276059,0.140763,0.000377,0.053125,1.272006,0.103500,0.934547,-0.018739,1.281345,0.190646,0.938928,0.051452,1.280737,0.168111,0.977226,-0.009835,1.270149,0.100794,0.907000,0.053465,1.271575,0.103694,-0.018657,1.280992,0.190267,0.051520,1.281130,0.168060,-0.010344,1.270536,0.101041,-0.171579,1.118077,-1.395180,,,,,,,,,,,,,,,,,,,,,,,,
9,0.150000,0.082655,0.043527,-0.000954,-0.995627,0.019186,1.276126,0.140837,0.000353,0.053312,1.272103,0.103573,0.955161,-0.018558,1.281334,0.190726,0.930740,0.051642,1.280502,0.168228,0.974629,-0.009654,1.270567,0.100821,0.911295,0.053557,1.271506,0.103681,-0.018525,1.280854,0.190348,0.051618,1.281034,0.168086,-0.009920,1.271115,0.101246,-0.171541,1.118034,-1.395153,,,,,,,,,,,,,,,,,,,,,,,,
10,0.166667,0.084054,0.042872,-0.003774,-0.995531,0.019270,1.275882,0.140769,0.000387,0.053352,1.271929,0.103457,0.952432,-0.018413,1.281039,0.190709,0.939632,0.051751,1.280516,0.168090,0.972786,-0.009610,1.270046,0.100821,0.899546,0.053875,1.271448,0.103492,-0.018359,1.280681,0.190402,0.051751,1.280937,0.168086,-0.010215,1.270469,0.101114,-0.171532,1.118033,-1.395153,,,,,,,,,,,,,,,,,,,,,,,,
11,0.183333,0.083778,0.042723,-0.003579,-0.995562,0.019364,1.275802,0.140754,0.000383,0.053435,1.271856,0.103431,0.935549,-0.018304,1.280944,0.190707,0.955641,0.051854,1.280407,0.168069,0.977214,-0.009529,1.269999,0.100811,0.888501,0.053930,1.271382,0.103464,-0.018280,1.280591,0.190387,0.051913,1.280825,0.168083,-0.010139,1.270417,0.101104,-0.171566,1.118044,-1.395165,,,,,,,,,,,,,,,,,,,,,,,,
12,0.200000,0.086216,0.041597,-0.006725,-0.995385,0.019325,1.275513,0.140776,0.000544,0.053316,1.271574,0.103380,0.908165,-0.018236,1.280692,0.190804,0.945903,0.051861,1.280449,0.167976,0.957903,-0.009642,1.269335,0.100942,0.837375,0.054012,1.271303,0.103468,-0.018131,1.280456,0.190399,0.051945,1.280709,0.168043,-0.010611,1.269598,0.101228,-0.171544,1.118015,-1.395149,,,,,,,,,,,,,,,,,,,,,,,,
13,0.216667,0.085766,0.041652,-0.006612,-0.995422,0.019393,1.275470,0.140733,0.000552,0.053388,1.271559,0.103338,0.907428,-0.018173,1.280611,0.190762,0.940829,0.051927,1.280376,0.167942,0.961432,-0.009570,1.269334,0.100891,0.834582,0.054088,1.271296,0.103457,-0.018061,1.280372,0.190332,0.052014,1.280629,0.167987,-0.010557,1.269598,0.101195,-0.171520,1.117999,-1.395157,,,,,,,,,,,,,,,,,,,,,,,,
14,0.233333,0.085483,0.041608,-0.006264,-0.995451,0.019434,1.275419,0.140682,0.000557,0.053426,1.271508,0.103283,0.905178,-0.018127,1.280555,0.190715,0.938014,0.051973,1.280287,0.167893,0.961596,-0.009534,1.269326,0.100836,0.836215,0.054127,1.271258,0.103425,-0.018008,1.280323,0.190278,0.052047,1.280526,0.167914,-0.010512,1.269581,0.101148,-0.171590,1.118080,-1.395209,,,,,,,,,,,,,,,,,,,,,,,,
15,0.250000,0.085467,0.041823,-0.006305,-0.995443,0.019424,1.275344,0.140694,0.000526,0.053432,1.271438,0.103309,0.904621,-0.018158,1.280475,0.190712,0.937160,0.051951,1.280215,0.167919,0.962255,-0.009526,1.269249,0.100836,0.836372,0.054171,1.271170,0.103416,-0.018128,1.280240,0.190320,0.052066,1.280459,0.167902,-0.010492,1.269521,0.101183,-0.171584,1.118079,-1.395189,,,,,,,,,,,,,,,,,,,,,,,,
16,0.266667,0.084522,0.041209,-0.006712,-0.995546,0.019489,1.275235,0.140693,0.000534,0.053450,1.271425,0.103256,0.904175,-0.018032,1.280243,0.190769,0.946783,0.052047,1.280081,0.167884,0.971132,-0.009509,1.269191,0.100862,0.840170,0.054181,1.271137,0.103390,-0.017949,1.279992,0.190361,0.052122,1.280346,0.167869,-0.010481,1.269480,0.101194,-0.171514,1.118007,-1.395150,,,,,,,,,,,,,,,,,,,,,,,,
17,0.283333,0.082492,0.041484,-0.004967,-0.995716,0.019545,1.275284,0.140679,0.000469,0.053524,1.271521,0.103254,0.920791,-0.018000,1.280203,0.190746,0.944996,0.052097,1.279909,0.167916,0.977392,-0.009441,1.269503,0.100800,0.860258,0.054148,1.271125,0.103395,-0.017924,1.279880,0.190339,0.052117,1.280254,0.167842,-0.010207,1.269883,0.101175,-0.171524,1.117987,-1.395170,,,,,,,,,,,,,,,,,,,,,,,,
18,0.300000,0.082534,0.041800,-0.004832,-0.995700,0.019504,1.275210,0.140688,0.000468,0.053507,1.271436,0.103285,0.886895,-0.018072,1.280141,0.190731,0.925725,0.052039,1.279829,0.167946,0.958763,-0.009457,1.269432,0.100791,0.866618,0.054138,1.271039,0.103401,-0.017984,1.279817,0.190322,0.052044,1.280177,0.167893,-0.010230,1.269814,0.101170,-0.171585,1.118040,-1.395207,,,,,,,,,,,,,,,,,,,,,,,,
19,0.316667,0.082788,0.041725,-0.004808,-0.995682,0.019505,1.275145,0.140677,0.000469,0.053503,1.271350,0.103271,0.921182,-0.018064,1.280105,0.190722,0.935651,0.052045,1.279776,0.167928,0.977955,-0.009462,1.269350,0.100786,0.863250,0.054149,1.270946,0.103375,-0.017982,1.279775,0.190305,0.052045,1.280126,0.167870,-0.010240,1.269742,0.101192,-0.171557,1.118070,-1.395202,,,,,,,,,,,,,,,,,,,,,,,,
20,0.333333,0.081082,0.044274,-0.003301,-0.995718,0.019836,1.275151,0.140462,0.000111,0.054022,1.271406,0.103224,0.976934,-0.017986,1.280025,0.190325,0.983550,0.052241,1.279606,0.167902,0.989817,-0.008933,1.269568,0.100398,0.977991,0.054151,1.270929,0.103354,-0.017927,1.279696,0.190284,0.052194,1.280043,0.167805,-0.009074,1.269932,0.100407,-0.171534,1.118034,-1.395171,,,,,,,,,,,,,,,,,,,,,,,,
21,0.350000,0.080832,0.044198,-0.003216,-0.995742,0.019828,1.275089,0.140463,0.000138,0.054008,1.271357,0.103217,0.965848,-0.017987,1.279944,0.190333,0.979404,0.052238,1.279524,0.167900,0.981855,-0.008948,1.269531,0.100400,0.983837,0.054080,1.270870,0.103448,-0.017904,1.279606,0.190291,0.052205,1.279975,0.167752,-0.009068,1.269895,0.100363,-0.171547,1.118016,-1.395158,,,,,,,,,,,,,,,,,,,,,,,,
22,0.366667,0.081091,0.044223,-0.003262,-0.995720,0.019858,1.275034,0.140437,0.000148,0.054041,1.271285,0.103195,0.967125,-0.017959,1.279912,0.190303,0.977692,0.052267,1.279486,0.167873,0.978366,-0.008915,1.269453,0.100376,0.981638,0.054105,1.270792,0.103420,-0.017877,1.279569,0.190259,0.052220,1.279943,0.167711,-0.009013,1.269826,0.100359,-0.171549,1.118041,-1.395167,,,,,,,,,,,,,,,,,,,,,,,,
23,0.383333,0.080385,0.044711,-0.003044,-0.995756,0.019905,1.274974,0.140513,0.000189,0.054124,1.271268,0.103300,0.967915,-0.017960,1.279791,0.190348,0.981463,0.052287,1.279377,0.167988,0.978616,-0.008829,1.269458,0.100415,0.986687,0.054146,1.270752,0.103380,-0.017798,1.279439,0.190275,0.052266,1.279886,0.168113,-0.008992,1.269822,0.100284,-0.171517,1.118005,-1.395145,,,,,,,,,,,,,,,,,,,,,,,,
24,0.400000,0.079272,0.044193,-0.004758,-0.995862,0.019940,1.275006,0.140459,0.000176,0.054122,1.271495,0.103194,0.965809,-0.017875,1.279590,0.190354,0.981001,0.052344,1.279463,0.167901,0.978714,-0.008829,1.269475,0.100388,0.986365,0.054294,1.271163,0.103467,-0.017882,1.279368,0.190439,0.052329,1.279765,0.167621,-0.008976,1.269725,0.100312,-0.171550,1.118025,-1.395148,,,,,,,,,,,,,,,,,,,,,,,,
25,0.416667,0.080508,0.044462,-0.003253,-0.995757,0.020011,1.274783,0.140483,0.000187,0.054211,1.271080,0.103253,0.966192,-0.017830,1.279600,0.190337,0.988144,0.052406,1.279205,0.167940,0.978563,-0.008743,1.269246,0.100402,0.974063,0.054333,1.270561,0.103282,-0.017702,1.279255,0.190283,0.052352,1.279705,0.168040,-0.008942,1.269618,0.100328,-0.171595,1.118058,-1.395184,,,,,,,,,,,,,,,,,,,,,,,,
26,0.433333,0.079821,0.044441,-0.002918,-0.995814,0.020086,1.274701,0.140486,0.000193,0.054284,1.271030,0.103251,0.967356,-0.017752,1.279471,0.190346,0.979441,0.052483,1.279065,0.167949,0.961168,-0.008671,1.269239,0.100397,0.964112,0.054399,1.270473,0.103275,-0.017610,1.279107,0.190314,0.052422,1.279606,0.168075,-0.008871,1.269630,0.100282,-0.171536,1.118008,-1.395152,,,,,,,,,,,,,,,,,,,,,,,,
27,0.450000,0.078619,0.044555,-0.003829,-0.995901,0.020183,1.274704,0.140547,0.000233,0.054390,1.271186,0.103306,0.953220,-0.017667,1.279284,0.190416,0.977844,0.052570,1.279067,0.168022,0.968759,-0.008561,1.269279,0.100444,0.949954,0.054638,1.270743,0.103305,-0.017608,1.279011,0.190494,0.052525,1.279476,0.168085,-0.008824,1.269588,0.100300,-0.171509,1.117980,-1.395141,,,,,,,,,,,,,,,,,,,,,,,,
28,0.466667,0.078813,0.044543,-0.003866,-0.995886,0.020267,1.274617,0.140565,0.000239,0.054473,1.271086,0.103324,0.955645,-0.017582,1.279215,0.190433,0.975295,0.052655,1.278993,0.168037,0.964184,-0.008478,1.269175,0.100464,0.951212,0.054697,1.270662,0.103316,-0.017494,1.278953,0.190512,0.052585,1.279390,0.168123,-0.008722,1.269467,0.100304,-0.171555,1.118069,-1.395183,,,,,,,,,,,,,,,,,,,,,,,,
29,0.483333,0.077550,0.044005,-0.002712,-0.996013,0.020342,1.274566,0.140639,0.000215,0.054506,1.271055,0.103358,0.950025,-0.017452,1.279118,0.190554,0.980248,0.052764,1.278795,0.168094,0.972787,-0.008452,1.269294,0.100551,0.958222,0.054761,1.270555,0.103299,-0.017438,1.278806,0.190547,0.052739,1.279246,0.168157,-0.008693,1.269652,0.100552,-0.171552,1.118036,-1.395146,,,,,,,,,,,,,,,,,,,,,,,,
30,0.500000,0.076668,0.042526,-0.001897,-0.996148,0.020651,1.274379,0.140529,0.000288,0.054704,1.270877,0.103145,0.961163,-0.016992,1.278907,0.190559,0.975098,0.053159,1.278500,0.167899,0.984329,-0.008265,1.269233,0.100513,0.969941,0.054998,1.270518,0.103221,-0.017226,1.278650,0.190547,0.053304,1.278819,0.167658,-0.008470,1.269522,0.100692,-0.171066,1.117730,-1.395050,,,,,,,,,,,,,,,,,,,,,,,,
31,0.516667,0.076923,0.043457,-0.002703,-0.996086,0.020617,1.274370,0.140676,0.000219,0.054740,1.270904,0.103354,0.950425,-0.017122,1.278861,0.190638,0.950673,0.053070,1.278563,0.168101,0.961817,-0.008221,1.269150,0.100613,0.957980,0.055016,1.270472,0.103246,-0.017117,1.278582,0.190580,0.052994,1.278943,0.168135,-0.008422,1.269472,0.100743,-0.171123,1.117986,-1.395158,,,,,,,,,,,,,,,,,,,,,,,,
32,0.533333,0.076568,0.042252,-0.002041,-0.996167,0.020761,1.274275,0.140605,0.000284,0.054793,1.270788,0.103201,0.951816,-0.016855,1.278784,0.190657,0.953548,0.053284,1.278399,0.167957,0.962804,-0.008176,1.269129,0.100604,0.956409,0.055076,1.270423,0.103278,-0.017069,1.278522,0.190634,0.053401,1.278724,0.167708,-0.008363,1.269427,0.100800,-0.171131,1.117993,-1.395149,,,,,,,,,,,,,,,,,,,,,,,,
33,0.550000,0.076446,0.041754,-0.002394,-0.996196,0.020890,1.274200,0.140643,0.000277,0.054885,1.270743,0.103203,0.943913,-0.016677,1.278674,0.190736,0.948193,0.053438,1.278339,0.167963,0.957768,-0.008087,1.269044,0.100672,0.955587,0.055189,1.270352,0.103264,-0.016895,1.278404,0.190763,0.053541,1.278683,0.167717,-0.008273,1.269352,0.100830,-0.171108,1.117976,-1.395134,,,,,,,,,,,,,,,,,,,,,,,,
34,0.566667,0.076324,0.041498,-0.002441,-0.996216,0.020980,1.274149,0.140725,0.000222,0.054956,1.270703,0.103266,0.956614,-0.016561,1.278608,0.190838,0.961678,0.053543,1.278284,0.168028,0.974286,-0.008016,1.269001,0.100768,0.964378,0.055221,1.270334,0.103311,-0.016722,1.278354,0.190845,0.053618,1.278611,0.167846,-0.008193,1.269291,0.100901,-0.171507,1.118030,-1.395148,,,,,,,,,,,,,,,,,,,,,,,,
35,0.583333,0.075818,0.040936,-0.002672,-0.996277,0.021084,1.274038,0.140830,0.000196,0.055017,1.270644,0.103328,0.969665,-0.016401,1.278432,0.190991,0.976277,0.053676,1.278159,0.168100,0.980828,-0.007957,1.268918,0.100901,0.947118,0.055260,1.270299,0.103409,-0.016403,1.278181,0.190867,0.053623,1.278465,0.167945,-0.008149,1.269212,0.101108,-0.171555,1.118030,-1.395156,,,,,,,,,,,,,,,,,,,,,,,,
36,0.600000,0.076751,0.039438,-0.001167,-0.996269,0.021122,1.273833,0.140815,0.000267,0.054940,1.270261,0.103226,0.941909,-0.016210,1.278438,0.191072,0.959433,0.053802,1.277894,0.167988,0.964131,-0.008046,1.268739,0.100975,0.962672,0.055152,1.269654,0.102952,-0.016296,1.278063,0.191058,0.053708,1.278419,0.168039,-0.008073,1.269180,0.101207,-0.171545,1.118045,-1.395159,,,,,,,,,,,,,,,,,,,,,,,,
37,0.616667,0.074568,0.041742,-0.003154,-0.996337,0.021479,1.273872,0.140886,0.000107,0.055473,1.270610,0.103427,0.985882,-0.016087,1.278098,0.191001,0.978208,0.054025,1.277964,0.168215,0.987858,-0.007495,1.268816,0.100900,0.979171,0.055442,1.270242,0.103544,-0.016087,1.277858,0.191174,0.054007,1.278304,0.168100,-0.007446,1.269083,0.100726,-0.171094,1.117729,-1.395082,,,,,,,,,,,,,,,,,,,,,,,,
38,0.633333,0.075143,0.041763,-0.002718,-0.996294,0.021528,1.273853,0.141025,0.000147,0.055524,1.270518,0.103574,0.977784,-0.016040,1.278169,0.191131,0.977536,0.054074,1.277946,0.168353,0.985646,-0.007446,1.268779,0.101042,0.975947,0.055429,1.270167,0.103714,-0.016060,1.277943,0.191318,0.054086,1.278268,0.168217,-0.007342,1.269034,0.100850,-0.171141,1.117727,-1.395089,,,,,,,,,,,,,,,,,,,,,,,,
39,0.650000,0.076987,0.039101,-0.000780,-0.996265,0.021389,1.273699,0.141186,0.000254,0.055181,1.270082,0.103578,0.970802,-0.015908,1.278357,0.191464,0.966429,0.054089,1.277744,0.168337,0.986611,-0.007808,1.268612,0.101367,0.968015,0.055377,1.269447,0.103331,-0.015992,1.277959,0.191434,0.054008,1.278298,0.168377,-0.007834,1.269078,0.101599,-0.171559,1.118062,-1.395162,,,,,,,,,,,,,,,,,,,,,,,,
40,0.666667,0.076535,0.039296,-0.000879,-0.996292,0.021489,1.273625,0.141343,0.000276,0.055297,1.270050,0.103744,0.935726,-0.015827,1.278228,0.191610,0.943476,0.054179,1.277654,0.168509,0.956159,-0.007691,1.268566,0.101508,0.975548,0.055431,1.269433,0.103448,-0.016066,1.277840,0.191668,0.054228,1.278204,0.168531,-0.007637,1.269000,0.101717,-0.171088,1.117741,-1.395062,,,,,,,,,,,,,,,,,,,,,,,,
41,0.683333,0.074456,0.041660,-0.002768,-0.996350,0.021738,1.273749,0.141490,0.000200,0.055726,1.270470,0.104027,0.931219,-0.015819,1.277990,0.191610,0.939074,0.054290,1.277809,0.168817,0.961292,-0.007245,1.268725,0.101506,0.955580,0.055686,1.270080,0.104106,-0.015898,1.277742,0.191887,0.054285,1.278160,0.168654,-0.007122,1.269009,0.101317,-0.171128,1.117725,-1.395079,,,,,,,,,,,,,,,,,,,,,,,,
42,0.700000,0.075550,0.039720,-0.001755,-0.996349,0.021693,1.273696,0.141695,0.000117,0.055533,1.270258,0.104113,0.994619,-0.015668,1.278134,0.191945,0.978632,0.054355,1.277736,0.168892,0.985165,-0.007450,1.268658,0.101829,0.966172,0.055616,1.269736,0.104116,-0.015718,1.277763,0.191877,0.054321,1.278214,0.168772,-0.007450,1.269084,0.102017,-0.171554,1.118064,-1.395175,,,,,,,,,,,,,,,,,,,,,,,,
43,0.716667,0.077477,0.036675,-0.002559,-0.996316,0.021474,1.273513,0.141926,0.000287,0.055086,1.269960,0.104149,0.971956,-0.015580,1.278111,0.192388,0.947334,0.054301,1.277691,0.168905,0.970981,-0.007909,1.268290,0.102261,0.924558,0.055252,1.269446,0.104017,-0.015689,1.277717,0.192049,0.054354,1.278155,0.168899,-0.008029,1.268745,0.102753,-0.171070,1.117728,-1.395048,,,,,,,,,,,,,,,,,,,,,,,,
44,0.733333,0.076284,0.040437,-0.003295,-0.996260,0.021782,1.273548,0.141907,0.000193,0.055679,1.270155,0.104371,0.961380,-0.015653,1.277949,0.192104,0.969779,0.054399,1.277733,0.169137,0.989280,-0.007297,1.268355,0.102014,0.954973,0.055426,1.269742,0.104533,-0.015585,1.277686,0.192226,0.054428,1.278107,0.169115,-0.007142,1.268651,0.101751,-0.171093,1.117734,-1.395070,,,,,,,,,,,,,,,,,,,,,,,,
45,0.750000,0.076301,0.037246,-0.003461,-0.996383,0.021511,1.273560,0.142380,0.000336,0.055166,1.270160,0.104629,0.965217,-0.015602,1.277969,0.192816,0.935157,0.054302,1.277741,0.169401,0.972226,-0.007823,1.268370,0.102675,0.911117,0.055428,1.269755,0.104669,-0.015754,1.277627,0.192446,0.054434,1.278106,0.169243,-0.008086,1.268760,0.103178,-0.171557,1.118068,-1.395178,,,,,,,,,,,,,,,,,,,,,,,,
46,0.766667,0.076030,0.037167,-0.003370,-0.996407,0.021529,1.273547,0.142526,0.000327,0.055178,1.270162,0.104768,0.963852,-0.015575,1.277935,0.192969,0.936263,0.054325,1.277707,0.169544,0.973387,-0.007812,1.268384,0.102822,0.911171,0.055462,1.269742,0.104812,-0.015711,1.277590,0.192626,0.054432,1.278083,0.169380,-0.008087,1.268782,0.103304,-0.171571,1.118050,-1.395157,,,,,,,,,,,,,,,,,,,,,,,,
47,0.783333,0.075439,0.037115,-0.002945,-0.996455,0.021573,1.273538,0.142706,0.000293,0.055217,1.270171,0.104942,0.966714,-0.015526,1.277895,0.193157,0.942873,0.054373,1.277639,0.169728,0.974833,-0.007774,1.268447,0.102997,0.910295,0.055477,1.269775,0.104934,-0.015660,1.277566,0.192778,0.054532,1.277998,0.169674,-0.008080,1.268815,0.103450,-0.171071,1.117731,-1.395061,,,,,,,,,,,,,,,,,,,,,,,,
